cluster_id,return_on_equity_pct_mean,debt_to_equity_mean,revenue_cagr_5yr_mean,fcf_cagr_5yr_mean,operating_profit_margin_pct_mean,return_on_equity_pct_median,debt_to_equity_median,revenue_cagr_5yr_median,fcf_cagr_5yr_median,operating_profit_margin_pct_median
0,83.45220059169881,0.4854947030800845,15.336666666666666,,83.65,15.554557028383135,0.03423922255494661,13.754999999999999,,85.57
1,4280.315266810242,0.5649976070830343,9.24,,29.205,4280.315266810242,0.5649976070830343,9.24,,29.205
2,22.54890079803606,0.7087308817548061,9.974727272727273,,21.535555555555558,15.750385351954785,0.13835394283397526,9.51,,20.335
3,20.29138143239714,1.695737850682618,19.031052631578945,,17.51684210526316,17.80240942424112,1.5942703351364202,18.35,,17.33
4,16.79603412174535,8.380386498643874,16.576363636363638,,56.940000000000005,15.832712405189048,6.885742949503957,14.92,,41.03
